# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1097452	1098654	-					pncB		KPN_RS05195	1203		old_locus_tag=KPN_00967
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1097452	1098654	-	WP_002898217.1	WP_002898217.1		nicotinate phosphoribosyltransferase	pncB		KPN_RS05195	1203	400	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1098981	1101596	+					pepN		KPN_RS05205	2616		old_locus_tag=KPN_00968
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1098981	1101596	+	WP_012068517.1	WP_012068517.1		aminopeptidase N	pepN		KPN_RS05205	2616	871	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1101801	1102574	-					ssuB		KPN_RS05210	774		old_locus_tag=KPN_00969
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1101801	1102574	-	WP_004150838.1	WP_004150838.1		aliphatic sulfonates ABC transporter ATP-binding protein	ssuB		KPN_RS05210	774	257	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1102571	1103362	-					ssuC		KPN_RS05215	792		old_locus_tag=KPN_00970
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1102571	1103362	-	WP_004141755.1	WP_004141755.1		aliphatic sulfonate ABC transporter permease SsuC	ssuC		KPN_RS05215	792	263	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1103373	1104518	-					ssuD		KPN_RS05220	1146		old_locus_tag=KPN_00971
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1103373	1104518	-	WP_002898293.1	WP_002898293.1		FMNH2-dependent alkanesulfonate monooxygenase	ssuD		KPN_RS05220	1146	381	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1104515	1105477	-							KPN_RS05225	963		old_locus_tag=KPN_00972
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1104515	1105477	-	WP_004141753.1	WP_004141753.1		sulfonate ABC transporter substrate-binding protein			KPN_RS05225	963	320	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1105470	1106045	-					ssuE		KPN_RS05230	576		old_locus_tag=KPN_00973
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1105470	1106045	-	WP_002898296.1	WP_002898296.1		NADPH-dependent FMN reductase	ssuE		KPN_RS05230	576	191	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1106295	1107305	+					pyrD		KPN_RS05235	1011		old_locus_tag=KPN_00974
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1106295	1107305	+	WP_012068518.1	WP_012068518.1		quinone-dependent dihydroorotate dehydrogenase	pyrD		KPN_RS05235	1011	336	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1107475	1108017	+					zapC		KPN_RS05240	543		old_locus_tag=KPN_00975
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1107475	1108017	+	WP_002898308.1	WP_002898308.1		cell division protein ZapC	zapC		KPN_RS05240	543	180	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1108014	1109123	-							KPN_RS05245	1110		old_locus_tag=KPN_00976
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1108014	1109123	-	WP_041937599.1	WP_041937599.1		YcbX family protein			KPN_RS05245	1110	369	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1109223	1111328	+					rlmKL		KPN_RS05250	2106		old_locus_tag=KPN_00977
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1109223	1111328	+	WP_004147847.1	WP_004147847.1		bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	rlmKL		KPN_RS05250	2106	701	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1111341	1113248	+							KPN_RS05255	1908		old_locus_tag=KPN_00978
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1111341	1113248	+	WP_012068520.1	WP_012068520.1		ABC transporter ATP-binding protein			KPN_RS05255	1908	635	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1113263	1114531	+					pqiA		KPN_RS05260	1269		old_locus_tag=KPN_00979
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1113263	1114531	+	WP_004147849.1	WP_004147849.1		membrane integrity-associated transporter subunit PqiA	pqiA		KPN_RS05260	1269	422	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1114521	1116158	+					pqiB		KPN_RS05265	1638		old_locus_tag=KPN_00980
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1114521	1116158	+	WP_002898390.1	WP_002898390.1		intermembrane transport protein PqiB	pqiB		KPN_RS05265	1638	545	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1116158	1116721	+					pqiC		KPN_RS05270	564		old_locus_tag=KPN_00981
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1116158	1116721	+	WP_012068521.1	WP_012068521.1		membrane integrity-associated transporter subunit PqiC	pqiC		KPN_RS05270	564	187	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1116975	1117142	+					rmf		KPN_RS05275	168		old_locus_tag=KPN_00982
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1116975	1117142	+	WP_002898396.1	WP_002898396.1		ribosome modulation factor	rmf		KPN_RS05275	168	55	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1117211	1117729	-					fabA		KPN_RS05280	519		old_locus_tag=KPN_00983
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1117211	1117729	-	WP_002898398.1	WP_002898398.1		bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	fabA		KPN_RS05280	519	172	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1117799	1119556	-							KPN_RS05285	1758		old_locus_tag=KPN_00984
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1117799	1119556	-	WP_004147851.1	WP_004147851.1		AAA family ATPase			KPN_RS05285	1758	585	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1119742	1120194	+					matP		KPN_RS05290	453		old_locus_tag=KPN_00985
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1119742	1120194	+	WP_002898404.1	WP_002898404.1		macrodomain Ter protein MatP	matP		KPN_RS05290	453	150	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1120326	1121396	-					ompA		KPN_RS05295	1071		old_locus_tag=KPN_00986
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1120326	1121396	-	WP_002898408.1	WP_002898408.1		porin OmpA	ompA		KPN_RS05295	1071	356	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1121749	1122258	-					sulA		KPN_RS05300	510		old_locus_tag=KPN_00987
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1121749	1122258	-	WP_002898418.1	WP_002898418.1		SOS-induced cell division inhibitor SulA	sulA		KPN_RS05300	510	169	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1122607	1123203	+							KPN_RS05305	597		old_locus_tag=KPN_00988
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1122607	1123203	+	WP_004179217.1	WP_004179217.1		TfoX/Sxy family DNA transformation protein			KPN_RS05305	597	198	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1123217	1125352	-					yccS		KPN_RS05310	2136		old_locus_tag=KPN_00989
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1123217	1125352	-	WP_012068522.1	WP_012068522.1		YccS family putative transporter	yccS		KPN_RS05310	2136	711	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1125370	1125816	-							KPN_RS05315	447		old_locus_tag=KPN_00990
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1125370	1125816	-	WP_002898425.1	WP_002898425.1		YccF domain-containing protein			KPN_RS05315	447	148	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1125941	1127995	+					helD		KPN_RS05320	2055		old_locus_tag=KPN_00991
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1125941	1127995	+	WP_012068523.1	WP_012068523.1		DNA helicase IV	helD		KPN_RS05320	2055	684	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1128007	1128465	-					mgsA		KPN_RS05325	459		old_locus_tag=KPN_00992
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1128007	1128465	-	WP_002898432.1	WP_002898432.1		methylglyoxal synthase	mgsA		KPN_RS05325	459	152	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1128620	1129033	+							KPN_RS05330	414		old_locus_tag=KPN_00993
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1128620	1129033	+	WP_004144085.1	WP_004144085.1		CoA-binding protein			KPN_RS05330	414	137	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1129653	1141523	+							KPN_RS32335	11871		old_locus_tag=KPN_00994
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1129653	1141523	+	WP_049770964.1	WP_049770964.1		BapA prefix-like domain-containing protein			KPN_RS32335	11871	3956	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1141691	1143127	+							KPN_RS05340	1437		old_locus_tag=KPN_00995
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1141691	1143127	+	WP_004179227.1	WP_004179227.1		TolC family outer membrane protein			KPN_RS05340	1437	478	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1143124	1145271	+							KPN_RS05345	2148		old_locus_tag=KPN_00996
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1143124	1145271	+	WP_012068525.1	WP_012068525.1		type I secretion system permease/ATPase			KPN_RS05345	2148	715	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1145268	1146488	+							KPN_RS05350	1221		old_locus_tag=KPN_00997
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1145268	1146488	+	WP_004141638.1	WP_004141638.1		HlyD family type I secretion periplasmic adaptor subunit			KPN_RS05350	1221	406	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1146542	1149676	+							KPN_RS05355	3135		old_locus_tag=KPN_00998
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1146542	1149676	+	WP_041937600.1	WP_041937600.1		glycosyltransferase			KPN_RS05355	3135	1044	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1149823	1150698	+							KPN_RS05360	876		old_locus_tag=KPN_00999
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1149823	1150698	+	WP_012068527.1	WP_012068527.1		hypothetical protein			KPN_RS05360	876	291	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1150741	1151058	-					hspQ		KPN_RS05365	318		old_locus_tag=KPN_01000
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1150741	1151058	-	WP_002898441.1	WP_002898441.1		heat shock protein HspQ	hspQ		KPN_RS05365	318	105	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1151118	1152320	-					rlmI		KPN_RS05370	1203		old_locus_tag=KPN_01001
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1151118	1152320	-	WP_004141630.1	WP_004141630.1		23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI	rlmI		KPN_RS05370	1203	400	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1152511	1153065	+							KPN_RS05375	555		old_locus_tag=KPN_01002
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1152511	1153065	+	WP_004210995.1	WP_004210995.1		YbhB/YbcL family Raf kinase inhibitor-like protein			KPN_RS05375	555	184	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1153083	1153871	+							KPN_RS05380	789		old_locus_tag=KPN_01003
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1153083	1153871	+	WP_002898450.1	WP_002898450.1		AraC family transcriptional regulator			KPN_RS05380	789	262	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1153920	1154201	+					yccX		KPN_RS05385	282		old_locus_tag=KPN_01004
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1153920	1154201	+	WP_023316620.1	WP_023316620.1		acylphosphatase	yccX		KPN_RS05385	282	93	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1154198	1154527	-					tusE		KPN_RS05390	330		old_locus_tag=KPN_01005
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1154198	1154527	-	WP_002898457.1	WP_002898457.1		sulfurtransferase TusE	tusE		KPN_RS05390	330	109	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1154616	1155275	-					yccA		KPN_RS05395	660		old_locus_tag=KPN_01006
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1154616	1155275	-	WP_002898458.1	WP_002898458.1		FtsH protease modulator YccA	yccA		KPN_RS05395	660	219	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1155545	1157197	+							KPN_RS05400	1653		old_locus_tag=KPN_01007
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1155545	1157197	+	WP_004176629.1	WP_004176629.1		ABC transporter substrate-binding protein			KPN_RS05400	1653	550	
gene	tRNA	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1157317	1157404	+							KPN_RS05405	88		old_locus_tag=KPN_01008
tRNA		GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1157317	1157404	+				tRNA-Ser			KPN_RS05405	88		anticodon=TGA
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1157626	1158363	-							KPN_RS32340	738		old_locus_tag=KPN_01010
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1157626	1158363	-	WP_223364929.1	WP_223364929.1		cyclic diguanylate phosphodiesterase			KPN_RS32340	738	245	
gene	pseudogene	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1158481	1158699	-							KPN_RS32345	219		partial;pseudo
CDS	without_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1158481	1158699	-				hypothetical protein			KPN_RS32345	219		partial;pseudo
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1158764	1158952	+							KPN_RS05415	189		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1158764	1158952	+	WP_004176624.1	WP_004176624.1		hypothetical protein			KPN_RS05415	189	62	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1159122	1160087	-							KPN_RS05420	966		old_locus_tag=KPN_01011
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1159122	1160087	-	WP_012068532.1	WP_012068532.1		PDR/VanB family oxidoreductase			KPN_RS05420	966	321	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1160145	1161593	-							KPN_RS05425	1449		old_locus_tag=KPN_01012
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1160145	1161593	-	WP_012068533.1	WP_012068533.1		NAD-dependent succinate-semialdehyde dehydrogenase			KPN_RS05425	1449	482	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1161612	1162736	-					yeaW		KPN_RS05430	1125		old_locus_tag=KPN_01013
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1161612	1162736	-	WP_002898571.1	WP_002898571.1		carnitine monooxygenase, oxygenase subunit YeaW	yeaW		KPN_RS05430	1125	374	
gene	pseudogene	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1162773	1163756	-							KPN_RS05435	984		partial;pseudo;old_locus_tag=KPN_01014
CDS	without_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1162773	1163756	-				BCCT family transporter			KPN_RS05435	984		partial;pseudo
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1163891	1164976	-							KPN_RS05440	1086		old_locus_tag=KPN_01015
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1163891	1164976	-	WP_012068535.1	WP_012068535.1		tartrate dehydrogenase			KPN_RS05440	1086	361	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1165059	1166021	+							KPN_RS05445	963		old_locus_tag=KPN_01016
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1165059	1166021	+	WP_004221441.1	WP_004221441.1		LysR substrate-binding domain-containing protein			KPN_RS05445	963	320	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1166018	1167298	-							KPN_RS05450	1281		old_locus_tag=KPN_01017
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1166018	1167298	-	WP_002898585.1	WP_002898585.1		NAD(P)/FAD-dependent oxidoreductase			KPN_RS05450	1281	426	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1167301	1168788	-					puuC		KPN_RS05455	1488		old_locus_tag=KPN_01018
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1167301	1168788	-	WP_004150832.1	WP_004150832.1		aldehyde dehydrogenase PuuC	puuC		KPN_RS05455	1488	495	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1169109	1169666	-					puuR		KPN_RS05460	558		old_locus_tag=KPN_01019
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1169109	1169666	-	WP_002898590.1	WP_002898590.1		HTH-type transcriptional regulator PuuR	puuR		KPN_RS05460	558	185	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1169692	1170444	-					puuD		KPN_RS05465	753		old_locus_tag=KPN_01020
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1169692	1170444	-	WP_004221445.1	WP_004221445.1		gamma-glutamyl-gamma-aminobutyrate hydrolase	puuD		KPN_RS05465	753	250	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1170670	1172091	+							KPN_RS05470	1422		old_locus_tag=KPN_01021
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1170670	1172091	+	WP_002898595.1	WP_002898595.1		glutamine synthetase family protein			KPN_RS05470	1422	473	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1172445	1173836	+							KPN_RS05475	1392		old_locus_tag=KPN_01022
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1172445	1173836	+	WP_004141463.1	WP_004141463.1		APC family permease			KPN_RS05475	1392	463	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1173955	1174077	-							KPN_RS30320	123		old_locus_tag=KPN_01023
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1173955	1174077	-	WP_002898600.1	WP_002898600.1		small membrane protein			KPN_RS30320	123	40	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1174334	1174555	+							KPN_RS05485	222		old_locus_tag=KPN_01024
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1174334	1174555	+	WP_002898602.1	WP_002898602.1		hypothetical protein			KPN_RS05485	222	73	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1174576	1175364	-							KPN_RS05490	789		old_locus_tag=KPN_01025
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	1174576	1175364	-	WP_004150831.1	WP_004150831.1		SDR family NAD(P)-dependent oxidoreductase			KPN_RS05490	789	262	
