lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_032090.1_cds_XP_717171.1_2349	CAALFM_C210860CA
lcl|NC_032090.1_cds_XP_717172.2_2350	CAALFM_C210870WA
lcl|NC_032091.1_cds_XP_717845.2_2351	CAALFM_C300010CA
lcl|NC_032091.1_cds_XP_717840.2_2352	CAALFM_C300030CA
lcl|NC_032091.1_cds_XP_717839.1_2353	CAALFM_C300050CA
lcl|NC_032091.1_cds_XP_717838.2_2354	CAALFM_C300060WA
lcl|NC_032091.1_cds_XP_717837.1_2355	CAALFM_C300090WA
lcl|NC_032091.1_cds_XP_717836.1_2356	CAALFM_C300100WA
lcl|NC_032091.1_cds_XP_717834.1_2357	CAALFM_C300110CA
lcl|NC_032091.1_cds_XP_717835.1_2358	CAALFM_C300120WA
lcl|NC_032091.1_cds_XP_717830.1_2359	CAALFM_C300130CA
lcl|NC_032091.1_cds_XP_717833.1_2360	CAALFM_C300140WA
lcl|NC_032091.1_cds_XP_717832.1_2361	CAALFM_C300150WA
lcl|NC_032091.1_cds_XP_717828.1_2362	CAALFM_C300160CA
lcl|NC_032091.1_cds_XP_717826.1_2363	CAALFM_C300170CA
lcl|NC_032091.1_cds_XP_717825.1_2364	CAALFM_C300180CA
lcl|NC_032091.1_cds_XP_717823.1_2365	CAALFM_C300190WA
lcl|NC_032091.1_cds_XP_717822.2_2366	CAALFM_C300200CA
lcl|NC_032091.1_cds_XP_717821.1_2367	CAALFM_C300210CA
lcl|NC_032091.1_cds_XP_717819.1_2368	CAALFM_C300220WA
lcl|NC_032091.1_cds_XP_717818.1_2369	CAALFM_C300230CA
lcl|NC_032091.1_cds_XP_717817.1_2370	CAALFM_C300240CA
lcl|NC_032091.1_cds_XP_717816.1_2371	CAALFM_C300250CA
lcl|NC_032091.1_cds_XP_717815.1_2372	CAALFM_C300260CA
lcl|NC_032091.1_cds_XP_717814.1_2373	CAALFM_C300270CA
lcl|NC_032091.1_cds_XP_717813.2_2374	CAALFM_C300280CA
lcl|NC_032091.1_cds_XP_717812.2_2375	CAALFM_C300290WA
lcl|NC_032091.1_cds_XP_717811.1_2376	CAALFM_C300300WA
lcl|NC_032091.1_cds_XP_717810.1_2377	CAALFM_C300310CA
lcl|NC_032091.1_cds_XP_717809.1_2378	CAALFM_C300320WA
lcl|NC_032091.1_cds_XP_717808.2_2379	CAALFM_C300330WA
lcl|NC_032091.1_cds_XP_717805.1_2380	CAALFM_C300340WA
lcl|NC_032091.1_cds_XP_717804.1_2381	CAALFM_C300350WA
lcl|NC_032091.1_cds_XP_717803.1_2382	CAALFM_C300360WA
lcl|NC_032091.1_cds_XP_717802.1_2383	CAALFM_C300370CA
lcl|NC_032091.1_cds_XP_717801.1_2384	CAALFM_C300380CA
lcl|NC_032091.1_cds_XP_717800.1_2385	CAALFM_C300390WA
lcl|NC_032091.1_cds_XP_717798.2_2386	CAALFM_C300400CA
lcl|NC_032091.1_cds_XP_717796.1_2387	CAALFM_C300410CA
lcl|NC_032091.1_cds_XP_717797.1_2388	CAALFM_C300420WA
lcl|NC_032091.1_cds_XP_717795.1_2389	CAALFM_C300430WA
lcl|NC_032091.1_cds_XP_717794.1_2390	CAALFM_C300440WA
lcl|NC_032091.1_cds_XP_717792.1_2391	CAALFM_C300450CA
lcl|NC_032091.1_cds_XP_717791.1_2392	CAALFM_C300460WA
lcl|NC_032091.1_cds_XP_717790.1_2393	CAALFM_C300470WA
lcl|NC_032091.1_cds_XP_717789.1_2394	CAALFM_C300480CA
lcl|NC_032091.1_cds_XP_717788.1_2395	CAALFM_C300490WA
lcl|NC_032091.1_cds_XP_717785.1_2396	CAALFM_C300500CA
lcl|NC_032091.1_cds_XP_717784.1_2397	CAALFM_C300510WA
lcl|NC_032091.1_cds_XP_717783.1_2398	CAALFM_C300520WA
lcl|NC_032091.1_cds_XP_717782.1_2399	CAALFM_C300530CA
lcl|NC_032091.1_cds_XP_717781.1_2400	CAALFM_C300540CA
lcl|NC_032091.1_cds_XP_717780.1_2401	CAALFM_C300550CA
lcl|NC_032091.1_cds_XP_717779.1_2402	CAALFM_C300560CA
lcl|NC_032091.1_cds_XP_717778.1_2403	CAALFM_C300570CA
lcl|NC_032091.1_cds_XP_717775.2_2404	CAALFM_C300580WA
lcl|NC_032091.1_cds_XP_436573.1_2405	CAALFM_C300590WA
lcl|NC_032091.1_cds_XP_717774.1_2406	CAALFM_C300600WA
lcl|NC_032091.1_cds_XP_717772.1_2407	CAALFM_C300610WA
lcl|NC_032091.1_cds_XP_019330823.1_2408	CAALFM_C300620CA
lcl|NC_032091.1_cds_XP_717770.1_2409	CAALFM_C300630WA
lcl|NC_032091.1_cds_XP_717768.1_2410	CAALFM_C300640WA
lcl|NC_032091.1_cds_XP_717767.1_2411	CAALFM_C300650WA
lcl|NC_032091.1_cds_XP_717766.1_2412	CAALFM_C300660WA
lcl|NC_032091.1_cds_XP_019330824.1_2413	CAALFM_C300670CA
lcl|NC_032091.1_cds_XP_717765.1_2414	CAALFM_C300680CA
lcl|NC_032091.1_cds_XP_717763.1_2415	CAALFM_C300690CA
lcl|NC_032091.1_cds_XP_717762.2_2416	CAALFM_C300700WA
lcl|NC_032091.1_cds_XP_717760.2_2417	CAALFM_C300710WA
lcl|NC_032091.1_cds_XP_717759.2_2418	CAALFM_C300720WA
lcl|NC_032091.1_cds_XP_717758.1_2419	CAALFM_C300730WA
lcl|NC_032091.1_cds_XP_717757.2_2420	CAALFM_C300750WA
lcl|NC_032091.1_cds_XP_717756.2_2421	CAALFM_C300760WA
lcl|NC_032091.1_cds_XP_717755.2_2422	CAALFM_C300770CA
lcl|NC_032091.1_cds_XP_717754.2_2423	CAALFM_C300780WA
lcl|NC_032091.1_cds_XP_717753.2_2424	CAALFM_C300790WA
lcl|NC_032091.1_cds_XP_710215.1_2425	CAALFM_C300800WA
lcl|NC_032091.1_cds_XP_710072.1_2426	CAALFM_C300810CA
lcl|NC_032091.1_cds_XP_710056.2_2427	CAALFM_C300820WA
lcl|NC_032091.1_cds_XP_710637.2_2428	CAALFM_C300830CA
lcl|NC_032091.1_cds_XP_710638.1_2429	CAALFM_C300840CA
lcl|NC_032091.1_cds_XP_710642.2_2430	CAALFM_C300850CA
lcl|NC_032091.1_cds_XP_710644.1_2431	CAALFM_C300860WA
lcl|NC_032091.1_cds_XP_710646.1_2432	CAALFM_C300880WA
lcl|NC_032091.1_cds_XP_710647.2_2433	CAALFM_C300890CA
lcl|NC_032091.1_cds_XP_710648.2_2434	CAALFM_C300900CA
lcl|NC_032091.1_cds_XP_710649.2_2435	CAALFM_C300910WA
lcl|NC_032091.1_cds_XP_710650.1_2436	CAALFM_C300920WA
lcl|NC_032091.1_cds_XP_718515.2_2437	CAALFM_C300930WA
lcl|NC_032091.1_cds_XP_718516.1_2438	CAALFM_C300940WA
lcl|NC_032091.1_cds_XP_718517.2_2439	CAALFM_C300950CA
lcl|NC_032091.1_cds_XP_718518.2_2440	CAALFM_C300960WA
lcl|NC_032091.1_cds_XP_718519.2_2441	CAALFM_C300980WA
lcl|NC_032091.1_cds_XP_718521.1_2442	CAALFM_C300990CA
lcl|NC_032091.1_cds_XP_718522.2_2443	CAALFM_C301000WA
lcl|NC_032091.1_cds_XP_718524.1_2444	CAALFM_C301020WA
lcl|NC_032091.1_cds_XP_718525.1_2445	CAALFM_C301030WA
lcl|NC_032091.1_cds_XP_019330825.1_2446	CAALFM_C301040CA
lcl|NC_032091.1_cds_XP_718527.2_2447	CAALFM_C301050CA
lcl|NC_032091.1_cds_XP_019330826.1_2448	CAALFM_C301060WA
lcl|NC_032091.1_cds_XP_718528.2_2449	CAALFM_C301070CA
lcl|NC_032091.1_cds_XP_019330827.1_2450	CAALFM_C301080WA
lcl|NC_032091.1_cds_XP_019330828.1_2451	CAALFM_C301090WA
lcl|NC_032091.1_cds_XP_718530.1_2452	CAALFM_C301100WA
lcl|NC_032091.1_cds_XP_718531.2_2453	CAALFM_C301110CA
lcl|NC_032091.1_cds_XP_718532.1_2454	CAALFM_C301120WA
lcl|NC_032091.1_cds_XP_718533.2_2455	CAALFM_C301130CA
lcl|NC_032091.1_cds_XP_718534.2_2456	CAALFM_C301140WA
lcl|NC_032091.1_cds_XP_710000.1_2457	CAALFM_C301150CA
lcl|NC_032091.1_cds_XP_710436.2_2458	CAALFM_C301160WA
lcl|NC_032091.1_cds_XP_710437.2_2459	CAALFM_C301170WA
lcl|NC_032091.1_cds_XP_710439.2_2460	CAALFM_C301180CA
lcl|NC_032091.1_cds_XP_710440.2_2461	CAALFM_C301190CA
lcl|NC_032091.1_cds_XP_710441.2_2462	CAALFM_C301200WA
lcl|NC_032091.1_cds_XP_019330829.1_2463	CAALFM_C301210CA
lcl|NC_032091.1_cds_XP_721800.1_2464	CAALFM_C301220WA
lcl|NC_032091.1_cds_XP_721799.1_2465	CAALFM_C301230CA
lcl|NC_032091.1_cds_XP_721798.1_2466	CAALFM_C301250WA
lcl|NC_032091.1_cds_XP_721796.1_2467	CAALFM_C301260CA
lcl|NC_032091.1_cds_XP_721794.1_2468	CAALFM_C301280WA
lcl|NC_032091.1_cds_XP_721792.1_2469	CAALFM_C301300CA
lcl|NC_032091.1_cds_XP_721791.1_2470	CAALFM_C301310WA
lcl|NC_032091.1_cds_XP_721790.1_2471	CAALFM_C301320CA
lcl|NC_032091.1_cds_XP_721789.2_2472	CAALFM_C301330WA
lcl|NC_032091.1_cds_XP_721788.1_2473	CAALFM_C301340WA
lcl|NC_032091.1_cds_XP_721787.2_2474	CAALFM_C301350CA
lcl|NC_032091.1_cds_XP_721786.1_2475	CAALFM_C301360CA
lcl|NC_032091.1_cds_XP_721785.2_2476	CAALFM_C301370CA
lcl|NC_032091.1_cds_XP_721784.2_2477	CAALFM_C301390CA
lcl|NC_032091.1_cds_XP_721782.1_2478	CAALFM_C301400WA
lcl|NC_032091.1_cds_XP_721781.2_2479	CAALFM_C301410CA
lcl|NC_032091.1_cds_XP_721780.1_2480	CAALFM_C301420CA
lcl|NC_032091.1_cds_XP_721779.2_2481	CAALFM_C301430WA
lcl|NC_032091.1_cds_XP_721778.2_2482	CAALFM_C301440CA
lcl|NC_032091.1_cds_XP_721777.2_2483	CAALFM_C301450CA
lcl|NC_032091.1_cds_XP_721775.1_2484	CAALFM_C301460CA
lcl|NC_032091.1_cds_XP_019330830.1_2485	CAALFM_C301470WA
lcl|NC_032091.1_cds_XP_721773.2_2486	CAALFM_C301480CA
lcl|NC_032091.1_cds_XP_721772.1_2487	CAALFM_C301490WA
lcl|NC_032091.1_cds_XP_721771.1_2488	CAALFM_C301500CA
lcl|NC_032091.1_cds_XP_721770.2_2489	CAALFM_C301510WA
lcl|NC_032091.1_cds_XP_721769.2_2490	CAALFM_C301520CA
lcl|NC_032091.1_cds_XP_721767.2_2491	CAALFM_C301530CA
lcl|NC_032091.1_cds_XP_721766.1_2492	CAALFM_C301540WA
lcl|NC_032091.1_cds_XP_721765.2_2493	CAALFM_C301550CA
lcl|NC_032091.1_cds_XP_721764.1_2494	CAALFM_C301560WA
lcl|NC_032091.1_cds_XP_721763.1_2495	CAALFM_C301570WA
lcl|NC_032091.1_cds_XP_721762.2_2496	CAALFM_C301580WA
lcl|NC_032091.1_cds_XP_721761.2_2497	CAALFM_C301590WA
lcl|NC_032091.1_cds_XP_721760.1_2498	CAALFM_C301600WA
lcl|NC_032091.1_cds_XP_721759.2_2499	CAALFM_C301610WA
lcl|NC_032091.1_cds_XP_721758.2_2500	CAALFM_C301620WA
lcl|NC_032091.1_cds_XP_019330831.1_2501	CAALFM_C301630WA
lcl|NC_032091.1_cds_XP_721756.2_2502	CAALFM_C301640CA
lcl|NC_032091.1_cds_XP_721755.1_2503	CAALFM_C301660WA
lcl|NC_032091.1_cds_XP_721754.2_2504	CAALFM_C301670WA
lcl|NC_032091.1_cds_XP_721753.2_2505	CAALFM_C301680CA
lcl|NC_032091.1_cds_XP_721752.2_2506	CAALFM_C301690WA
lcl|NC_032091.1_cds_XP_721751.1_2507	CAALFM_C301700WA
lcl|NC_032091.1_cds_XP_721750.2_2508	CAALFM_C301710CA
lcl|NC_032091.1_cds_XP_721749.2_2509	CAALFM_C301720CA
lcl|NC_032091.1_cds_XP_721748.1_2510	CAALFM_C301730CA
lcl|NC_032091.1_cds_XP_019330832.1_2511	CAALFM_C301740CA
lcl|NC_032091.1_cds_XP_721747.2_2512	CAALFM_C301750CA
lcl|NC_032091.1_cds_XP_721746.1_2513	CAALFM_C301760WA
lcl|NC_032091.1_cds_XP_721745.1_2514	CAALFM_C301770CA
lcl|NC_032091.1_cds_XP_019330833.1_2515	CAALFM_C301780CA
lcl|NC_032091.1_cds_XP_721744.1_2516	CAALFM_C301790CA
lcl|NC_032091.1_cds_XP_721743.1_2517	CAALFM_C301800CA
lcl|NC_032091.1_cds_XP_721742.1_2518	CAALFM_C301810CA
lcl|NC_032091.1_cds_XP_721741.2_2519	CAALFM_C301820WA
lcl|NC_032091.1_cds_XP_721740.2_2520	CAALFM_C301830CA
lcl|NC_032091.1_cds_XP_721739.2_2521	CAALFM_C301850WA
lcl|NC_032091.1_cds_XP_721738.2_2522	CAALFM_C301860CA
lcl|NC_032091.1_cds_XP_721736.2_2523	CAALFM_C301880WA
lcl|NC_032091.1_cds_XP_019330834.1_2524	CAALFM_C301890CA
lcl|NC_032091.1_cds_XP_721733.2_2525	CAALFM_C301900CA
lcl|NC_032091.1_cds_XP_019330835.1_2526	CAALFM_C301910CA
lcl|NC_032091.1_cds_XP_721732.1_2527	CAALFM_C301930WA
lcl|NC_032091.1_cds_XP_721731.2_2528	CAALFM_C301940CA
lcl|NC_032091.1_cds_XP_721730.1_2529	CAALFM_C301950CA
lcl|NC_032091.1_cds_XP_721729.1_2530	CAALFM_C301960CA
lcl|NC_032091.1_cds_XP_721728.1_2531	CAALFM_C301970CA
lcl|NC_032091.1_cds_XP_721727.2_2532	CAALFM_C301980CA
lcl|NC_032091.1_cds_XP_721726.2_2533	CAALFM_C301990WA
lcl|NC_032091.1_cds_XP_721725.2_2534	CAALFM_C302000WA
lcl|NC_032091.1_cds_XP_019330836.1_2535	CAALFM_C302010CA
lcl|NC_032091.1_cds_XP_721723.2_2536	CAALFM_C302020WA
lcl|NC_032091.1_cds_XP_721720.1_2537	CAALFM_C302030WA
lcl|NC_032091.1_cds_XP_721719.1_2538	CAALFM_C302040CA
lcl|NC_032091.1_cds_XP_721718.1_2539	CAALFM_C302060WA
lcl|NC_032091.1_cds_XP_721716.2_2540	CAALFM_C302070CA
lcl|NC_032091.1_cds_XP_721715.1_2541	CAALFM_C302080WA
lcl|NC_032091.1_cds_XP_721714.2_2542	CAALFM_C302090CA
lcl|NC_032091.1_cds_XP_721713.2_2543	CAALFM_C302100WA
lcl|NC_032091.1_cds_XP_721712.1_2544	CAALFM_C302110WA
lcl|NC_032091.1_cds_XP_019330837.1_2545	CAALFM_C302120WA
lcl|NC_032091.1_cds_XP_721710.2_2546	CAALFM_C302130WA
lcl|NC_032091.1_cds_XP_721709.2_2547	CAALFM_C302140CA
lcl|NC_032091.1_cds_XP_721708.2_2548	CAALFM_C302150CA
lcl|NC_032091.1_cds_XP_019330838.1_2549	CAALFM_C302160CA
lcl|NC_032091.1_cds_XP_721706.2_2550	CAALFM_C302170CA
lcl|NC_032091.1_cds_XP_721705.2_2551	CAALFM_C302180CA
lcl|NC_032091.1_cds_XP_721704.1_2552	CAALFM_C302190CA
lcl|NC_032091.1_cds_XP_019330839.1_2553	CAALFM_C302200WA
lcl|NC_032091.1_cds_XP_019330840.1_2554	CAALFM_C302210CA
lcl|NC_032091.1_cds_XP_721702.2_2555	CAALFM_C302220WA
lcl|NC_032091.1_cds_XP_721701.2_2556	CAALFM_C302230CA
lcl|NC_032091.1_cds_XP_721700.2_2557	CAALFM_C302240CA
lcl|NC_032091.1_cds_XP_721699.1_2558	CAALFM_C302250CA
lcl|NC_032091.1_cds_XP_721698.1_2559	CAALFM_C302260CA
lcl|NC_032091.1_cds_XP_019330841.1_2560	CAALFM_C302270WA
lcl|NC_032091.1_cds_XP_721697.2_2561	CAALFM_C302280CA
lcl|NC_032091.1_cds_XP_721696.1_2562	CAALFM_C302290WA
lcl|NC_032091.1_cds_XP_721695.2_2563	CAALFM_C302300WA
lcl|NC_032091.1_cds_XP_721693.1_2564	CAALFM_C302310WA
lcl|NC_032091.1_cds_XP_721692.1_2565	CAALFM_C302320WA
lcl|NC_032091.1_cds_XP_721690.2_2566	CAALFM_C302330CA
lcl|NC_032091.1_cds_XP_721689.2_2567	CAALFM_C302340WA
lcl|NC_032091.1_cds_XP_721688.2_2568	CAALFM_C302350WA
lcl|NC_032091.1_cds_XP_721687.2_2569	CAALFM_C302360CA
lcl|NC_032091.1_cds_XP_721686.1_2570	CAALFM_C302370CA
lcl|NC_032091.1_cds_XP_721685.2_2571	CAALFM_C302390WA
lcl|NC_032091.1_cds_XP_719926.2_2572	CAALFM_C302400CA
lcl|NC_032091.1_cds_XP_019330842.1_2573	CAALFM_C302410CA
lcl|NC_032091.1_cds_XP_719930.2_2574	CAALFM_C302430WA
lcl|NC_032091.1_cds_XP_719931.1_2575	CAALFM_C302440CA
lcl|NC_032091.1_cds_XP_019330843.1_2576	CAALFM_C302450WA
lcl|NC_032091.1_cds_XP_019330844.1_2577	CAALFM_C302460CA
lcl|NC_032091.1_cds_XP_719935.1_2578	CAALFM_C302470CA
lcl|NC_032091.1_cds_XP_719937.2_2579	CAALFM_C302480CA
lcl|NC_032091.1_cds_XP_719938.2_2580	CAALFM_C302490CA
lcl|NC_032091.1_cds_XP_719939.2_2581	CAALFM_C302500WA
lcl|NC_032091.1_cds_XP_719941.1_2582	CAALFM_C302510CA
lcl|NC_032091.1_cds_XP_019330845.1_2583	CAALFM_C302530WA
lcl|NC_032091.1_cds_XP_719942.2_2584	CAALFM_C302540CA
lcl|NC_032091.1_cds_XP_719943.2_2585	CAALFM_C302550CA
lcl|NC_032091.1_cds_XP_719944.2_2586	CAALFM_C302560WA
lcl|NC_032091.1_cds_XP_719945.2_2587	CAALFM_C302570WA
lcl|NC_032091.1_cds_XP_719946.2_2588	CAALFM_C302580CA
lcl|NC_032091.1_cds_XP_719947.2_2589	CAALFM_C302590WA
lcl|NC_032091.1_cds_XP_719949.1_2590	CAALFM_C302600CA
lcl|NC_032091.1_cds_XP_719950.2_2591	CAALFM_C302610CA
lcl|NC_032091.1_cds_XP_719951.2_2592	CAALFM_C302620CA
lcl|NC_032091.1_cds_XP_719953.2_2593	CAALFM_C302630CA
lcl|NC_032091.1_cds_XP_719954.2_2594	CAALFM_C302640CA
lcl|NC_032091.1_cds_XP_719956.2_2595	CAALFM_C302660WA
lcl|NC_032091.1_cds_XP_719957.1_2596	CAALFM_C302670WA
lcl|NC_032091.1_cds_XP_719958.2_2597	CAALFM_C302680CA
lcl|NC_032091.1_cds_XP_719959.2_2598	CAALFM_C302690CA
lcl|NC_032091.1_cds_XP_719960.2_2599	CAALFM_C302700WA
lcl|NC_032091.1_cds_XP_019330846.1_2600	CAALFM_C302710WA
lcl|NC_032091.1_cds_XP_719962.1_2601	CAALFM_C302720WA
lcl|NC_032091.1_cds_XP_719963.2_2602	CAALFM_C302750WA
lcl|NC_032091.1_cds_XP_719965.2_2603	CAALFM_C302760CA
lcl|NC_032091.1_cds_XP_719966.2_2604	CAALFM_C302770CA
lcl|NC_032091.1_cds_XP_719967.2_2605	CAALFM_C302780WA
lcl|NC_032091.1_cds_XP_719968.2_2606	CAALFM_C302790WA
lcl|NC_032091.1_cds_XP_719969.1_2607	CAALFM_C302800WA
lcl|NC_032091.1_cds_XP_719970.2_2608	CAALFM_C302810CA
lcl|NC_032091.1_cds_XP_719971.2_2609	CAALFM_C302820CA
lcl|NC_032091.1_cds_XP_719972.2_2610	CAALFM_C302830WA
lcl|NC_032091.1_cds_XP_719973.1_2611	CAALFM_C302840WA
lcl|NC_032091.1_cds_XP_719974.2_2612	CAALFM_C302850CA
lcl|NC_032091.1_cds_XP_719975.1_2613	CAALFM_C302860WA
lcl|NC_032091.1_cds_XP_719976.1_2614	CAALFM_C302870CA
lcl|NC_032091.1_cds_XP_719977.1_2615	CAALFM_C302880WA
lcl|NC_032091.1_cds_XP_719978.1_2616	CAALFM_C302890CA
lcl|NC_032091.1_cds_XP_719979.2_2617	CAALFM_C302900WA
lcl|NC_032091.1_cds_XP_719981.2_2618	CAALFM_C302910WA
lcl|NC_032091.1_cds_XP_719982.1_2619	CAALFM_C302920WA
lcl|NC_032091.1_cds_XP_719983.1_2620	CAALFM_C302930WA
lcl|NC_032091.1_cds_XP_719984.1_2621	CAALFM_C302940CA
lcl|NC_032091.1_cds_XP_719985.1_2622	CAALFM_C302950CA
lcl|NC_032091.1_cds_XP_719987.2_2623	CAALFM_C302960CA
lcl|NC_032091.1_cds_XP_719988.1_2624	CAALFM_C302970CA
lcl|NC_032091.1_cds_XP_719989.1_2625	CAALFM_C302980CA
lcl|NC_032091.1_cds_XP_719991.1_2626	CAALFM_C302990CA
lcl|NC_032091.1_cds_XP_719992.1_2627	CAALFM_C303000WA
lcl|NC_032091.1_cds_XP_019330847.1_2628	CAALFM_C303010CA
lcl|NC_032091.1_cds_XP_719994.1_2629	CAALFM_C303020WA
lcl|NC_032091.1_cds_XP_719995.2_2630	CAALFM_C303030CA
lcl|NC_032091.1_cds_XP_719996.2_2631	CAALFM_C303040WA
lcl|NC_032091.1_cds_XP_719997.2_2632	CAALFM_C303050CA
lcl|NC_032091.1_cds_XP_719998.1_2633	CAALFM_C303060WA
lcl|NC_032091.1_cds_XP_719999.2_2634	CAALFM_C303070WA
lcl|NC_032091.1_cds_XP_720000.1_2635	CAALFM_C303080WA
lcl|NC_032091.1_cds_XP_720001.2_2636	CAALFM_C303090WA
lcl|NC_032091.1_cds_XP_720002.1_2637	CAALFM_C303100CA
lcl|NC_032091.1_cds_XP_720003.2_2638	CAALFM_C303110WA
lcl|NC_032091.1_cds_XP_720004.1_2639	CAALFM_C303120CA
lcl|NC_032091.1_cds_XP_720007.2_2640	CAALFM_C303130CA
lcl|NC_032091.1_cds_XP_720008.2_2641	CAALFM_C303140CA
lcl|NC_032091.1_cds_XP_720009.2_2642	CAALFM_C303150WA
lcl|NC_032091.1_cds_XP_720010.1_2643	CAALFM_C303160CA
lcl|NC_032091.1_cds_XP_720011.2_2644	CAALFM_C303170WA
lcl|NC_032091.1_cds_XP_720012.2_2645	CAALFM_C303180CA
lcl|NC_032091.1_cds_XP_720013.2_2646	CAALFM_C303190CA
lcl|NC_032091.1_cds_XP_720014.2_2647	CAALFM_C303200CA
lcl|NC_032091.1_cds_XP_720015.1_2648	CAALFM_C303210WA
lcl|NC_032091.1_cds_XP_720016.2_2649	CAALFM_C303230CA
lcl|NC_032091.1_cds_XP_720018.2_2650	CAALFM_C303250WA
lcl|NC_032091.1_cds_XP_720020.2_2651	CAALFM_C303260WA
lcl|NC_032091.1_cds_XP_720021.1_2652	CAALFM_C303270WA
lcl|NC_032091.1_cds_XP_720022.1_2653	CAALFM_C303280CA
lcl|NC_032091.1_cds_XP_720023.2_2654	CAALFM_C303290CA
lcl|NC_032091.1_cds_XP_720024.1_2655	CAALFM_C303300CA
lcl|NC_032091.1_cds_XP_720026.2_2656	CAALFM_C303310CA
lcl|NC_032091.1_cds_XP_019330848.1_2657	CAALFM_C303320WA
lcl|NC_032091.1_cds_XP_720027.2_2658	CAALFM_C303330CA
lcl|NC_032091.1_cds_XP_019330849.1_2659	CAALFM_C303340CA
lcl|NC_032091.1_cds_XP_720028.2_2660	CAALFM_C303360WA
lcl|NC_032091.1_cds_XP_720029.2_2661	CAALFM_C303370CA
lcl|NC_032091.1_cds_XP_720030.2_2662	CAALFM_C303380WA
lcl|NC_032091.1_cds_XP_720031.2_2663	CAALFM_C303390CA
lcl|NC_032091.1_cds_XP_019330850.1_2664	CAALFM_C303400CA
lcl|NC_032091.1_cds_XP_720033.1_2665	CAALFM_C303410CA
lcl|NC_032091.1_cds_XP_720034.1_2666	CAALFM_C303420CA
lcl|NC_032091.1_cds_XP_720035.1_2667	CAALFM_C303430CA
lcl|NC_032091.1_cds_XP_720036.2_2668	CAALFM_C303440CA
lcl|NC_032091.1_cds_XP_720037.1_2669	CAALFM_C303450CA
lcl|NC_032091.1_cds_XP_720039.1_2670	CAALFM_C303460CA
lcl|NC_032091.1_cds_XP_720040.1_2671	CAALFM_C303470WA
lcl|NC_032091.1_cds_XP_720041.2_2672	CAALFM_C303480CA
lcl|NC_032091.1_cds_XP_720042.1_2673	CAALFM_C303490WA
lcl|NC_032091.1_cds_XP_720043.1_2674	CAALFM_C303500WA
lcl|NC_032091.1_cds_XP_720044.2_2675	CAALFM_C303510CA
lcl|NC_032091.1_cds_XP_720045.1_2676	CAALFM_C303520CA
lcl|NC_032091.1_cds_XP_720046.1_2677	CAALFM_C303530WA
lcl|NC_032091.1_cds_XP_720047.2_2678	CAALFM_C303540WA
lcl|NC_032091.1_cds_XP_720048.1_2679	CAALFM_C303550CA
lcl|NC_032091.1_cds_XP_720049.1_2680	CAALFM_C303560WA
lcl|NC_032091.1_cds_XP_720050.1_2681	CAALFM_C303570CA
lcl|NC_032091.1_cds_XP_019330851.1_2682	CAALFM_C303580CA
lcl|NC_032091.1_cds_XP_720052.2_2683	CAALFM_C303590WA
lcl|NC_032091.1_cds_XP_019330852.1_2684	CAALFM_C303600CA
lcl|NC_032091.1_cds_XP_720055.2_2685	CAALFM_C303610WA
lcl|NC_032091.1_cds_XP_712758.2_2686	CAALFM_C303620CA
lcl|NC_032091.1_cds_XP_712759.2_2687	CAALFM_C303630WA
lcl|NC_032091.1_cds_XP_712757.1_2688	CAALFM_C303640WA
lcl|NC_032091.1_cds_XP_712756.1_2689	CAALFM_C303650WA
lcl|NC_032091.1_cds_XP_712754.2_2690	CAALFM_C303660WA
lcl|NC_032091.1_cds_XP_712753.1_2691	CAALFM_C303670WA
lcl|NC_032091.1_cds_XP_712752.1_2692	CAALFM_C303680WA
lcl|NC_032091.1_cds_XP_712751.2_2693	CAALFM_C303690WA
lcl|NC_032091.1_cds_XP_712749.1_2694	CAALFM_C303710WA
lcl|NC_032091.1_cds_XP_019330853.1_2695	CAALFM_C303720WA
lcl|NC_032091.1_cds_XP_712745.1_2696	CAALFM_C303730CA
lcl|NC_032091.1_cds_XP_712744.1_2697	CAALFM_C303740WA
lcl|NC_032091.1_cds_XP_712743.1_2698	CAALFM_C303750CA
lcl|NC_032091.1_cds_XP_712742.1_2699	CAALFM_C303760WA
lcl|NC_032091.1_cds_XP_712740.1_2700	CAALFM_C303770CA
lcl|NC_032091.1_cds_XP_712741.1_2701	CAALFM_C303780WA
lcl|NC_032091.1_cds_XP_712739.1_2702	CAALFM_C303790WA
lcl|NC_032091.1_cds_XP_712738.1_2703	CAALFM_C303800WA
lcl|NC_032091.1_cds_XP_712737.2_2704	CAALFM_C303810WA
lcl|NC_032091.1_cds_XP_712735.2_2705	CAALFM_C303820CA
lcl|NC_032091.1_cds_XP_712734.1_2706	CAALFM_C303830WA
lcl|NC_032091.1_cds_XP_712732.1_2707	CAALFM_C303840CA
lcl|NC_032091.1_cds_XP_712731.1_2708	CAALFM_C303850CA
lcl|NC_032091.1_cds_XP_712730.1_2709	CAALFM_C303860WA
lcl|NC_032091.1_cds_XP_712729.2_2710	CAALFM_C303870CA
lcl|NC_032091.1_cds_XP_712728.2_2711	CAALFM_C303880CA
lcl|NC_032091.1_cds_XP_712727.2_2712	CAALFM_C303890WA
lcl|NC_032091.1_cds_XP_712726.1_2713	CAALFM_C303900CA
lcl|NC_032091.1_cds_XP_712725.1_2714	CAALFM_C303910WA
